date,federal_reserve_system,european_central_bank,swiss_national_bank,bank_england,reserve_bank_australia,bank_japan,bank_brazil
11/1/2011,,,,,4.5,,
11/2/2011,0.25,,,,,,
11/3/2011,,1.25,,,,,
11/10/2011,,,,0.5,,,
11/15/2011,,,,,,0.1,
11/30/2011,,,,,,,11
12/6/2011,,,,,4.25,,
12/8/2011,,1,,0.5,,,
12/13/2011,0.25,,,,,,
12/15/2011,,,0,,,,
12/20/2011,,,,,,0.1,
1/12/2012,,1,,0.5,,,
1/18/2012,,,,,,,10.5
1/23/2012,,,,,,0.1,
1/25/2012,0.25,,,,,,
2/7/2012,,,,,4.25,,
2/9/2012,,1,,0.5,,,
2/13/2012,,,,,,0.1,
3/6/2012,,,,,4.25,,
3/7/2012,,,,,,,9.75
3/8/2012,,1,,0.5,,,
3/13/2012,0.25,,,,,0.1,
3/15/2012,,,0,,,,
4/3/2012,,,,,4.25,,
4/4/2012,,1,,,,,
4/5/2012,,,,0.5,,,
4/9/2012,,,,,,0.1,
4/18/2012,,,,,,,9
4/25/2012,0.25,,,,,,
4/26/2012,,,,,,0.1,
5/1/2012,,,,,3.75,,
5/3/2012,,1,,,,,
5/10/2012,,,,0.5,,,
5/22/2012,,,,,,0.1,
5/30/2012,,,,,,,8.5
6/5/2012,,,,,3.5,,
6/6/2012,,1,,,,,
6/7/2012,,,,0.5,,,
6/14/2012,,,0,,,0.1,
6/20/2012,0.25,,,,,,
7/3/2012,,,,,3.5,,
7/5/2012,,0.75,,0.5,,,
7/11/2012,,,,,,0.1,8
8/1/2012,0.25,,,,,,
8/2/2012,,0.75,,0.5,,,
8/7/2012,,,,,3.5,,
8/8/2012,,,,,,0.1,
8/29/2012,,,,,,,7.5
9/4/2012,,,,,3.5,,
9/6/2012,,0.75,,0.5,,,
9/13/2012,0.25,,0,,,,
9/18/2012,,,,,,0.1,
10/2/2012,,,,,3.25,,
10/4/2012,,0.75,,0.5,,0.1,
10/10/2012,,,,,,,7.25
10/24/2012,0.25,,,,,,
10/30/2012,,,,,,0.1,
11/6/2012,,,,,3.25,,
11/8/2012,,0.75,,0.5,,,
11/19/2012,,,,,,0.1,
11/28/2012,,,,,,,7.25
12/4/2012,,,,,3,,
12/6/2012,,0.75,,0.5,,,
12/12/2012,0.25,,,,,,
12/13/2012,,,0,,,,
12/19/2012,,,,,,0.1,
1/10/2013,,0.75,,0.5,,,
1/16/2013,,,,,,,7.25
1/21/2013,,,,,,0.1,
1/30/2013,0.25,,,,,,
2/5/2013,,,,,3,,
2/7/2013,,0.75,,0.5,,,
2/13/2013,,,,,,0.1,
3/5/2013,,,,,3,,
3/6/2013,,,,,,0.1,7.25
3/7/2013,,0.75,,0.5,,,
3/14/2013,,,0,,,,
3/20/2013,0.25,,,,,,
4/2/2013,,,,,3,,
4/3/2013,,,,,,0.1,
4/4/2013,,0.75,,0.5,,,
4/17/2013,,,,,,,7.5
4/25/2013,,,,,,0.1,
5/1/2013,0.25,,,,,,
5/2/2013,,0.5,,,,,
5/7/2013,,,,,2.75,,
5/9/2013,,,,0.5,,,
5/21/2013,,,,,,0.1,
5/29/2013,,,,,,,8
6/4/2013,,,,,2.75,,
6/6/2013,,0.5,,0.5,,,
6/10/2013,,,,,,0.1,
6/19/2013,0.25,,,,,,
6/20/2013,,,0,,,,
7/2/2013,,,,,2.75,,
7/4/2013,,0.5,,0.5,,,
7/10/2013,,,,,,0.1,8.5
7/31/2013,0.25,,,,,,
8/1/2013,,0.5,,0.5,,,
8/6/2013,,,,,2.5,,
8/7/2013,,,,,,0.1,
8/28/2013,,,,,,,9
9/3/2013,,,,,2.5,,
9/4/2013,,,,,,0.1,
9/5/2013,,0.5,,0.5,,,
9/18/2013,0.25,,,,,,
9/19/2013,,,0,,,,
10/1/2013,,,,,2.5,,
10/2/2013,,0.5,,,,,
10/3/2013,,,,,,0.1,
10/9/2013,,,,,,,9.5
10/10/2013,,,,0.5,,,
10/30/2013,0.25,,,,,0.1,
11/5/2013,,,,,2.5,,
11/7/2013,,0.25,,0.5,,,
11/20/2013,,,,,,0.1,
11/27/2013,,,,,,,10
12/3/2013,,,,,2.5,,
12/5/2013,,0.25,,0.5,,,
12/12/2013,,,0,,,,
12/18/2013,0.25,,,,,,
12/20/2013,,,,,,0.1,
1/9/2014,,0.25,,0.5,,,
1/15/2014,,,,,,,10.5
1/21/2014,,,,,,0.1,
1/29/2014,0.25,,,,,,
2/4/2014,,,,,2.5,,
2/6/2014,,0.25,,0.5,,,
2/17/2014,,,,,,0.1,
2/26/2014,,,,,,,10.75
3/4/2014,,,,,2.5,,
3/6/2014,,0.25,,0.5,,,
3/10/2014,,,,,,0.1,
3/19/2014,0.25,,,,,,
3/20/2014,,,0,,,,
4/1/2014,,,,,2.5,,
4/2/2014,,,,,,,11
4/3/2014,,0.25,,,,,
4/7/2014,,,,,,0.1,
4/10/2014,,,,0.5,,,
4/29/2014,,,,,,0.1,
4/30/2014,0.25,,,,,,
5/6/2014,,,,,2.5,,
5/8/2014,,0.25,,0.5,,,
5/20/2014,,,,,,0.1,
5/28/2014,,,,,,,11
6/3/2014,,,,,2.5,,
6/5/2014,,0.15,,0.5,,,
6/12/2014,,,,,,0.1,
6/18/2014,0.25,,,,,,
6/19/2014,,,0,,,,
7/1/2014,,,,,2.5,,
7/3/2014,,0.15,,,,,
7/10/2014,,,,0.5,,,
7/14/2014,,,,,,0.1,
7/16/2014,,,,,,,11
7/30/2014,0.25,,,,,,
8/5/2014,,,,,2.5,,
8/7/2014,,0.15,,0.5,,0.1,
9/2/2014,,,,,2.5,,
9/3/2014,,,,,,0.1,11
9/4/2014,,0.05,,0.5,,,
9/17/2014,0.25,,,,,,
9/18/2014,,,0,,,,
10/2/2014,,0.05,,,,,
10/6/2014,,,,,,0.1,
10/7/2014,,,,,2.5,,
10/9/2014,,,,0.5,,,
10/29/2014,0.25,,,,,,11.25
10/30/2014,,,,,,0.1,
11/4/2014,,,,,2.5,,
11/6/2014,,0.05,,0.5,,,
11/18/2014,,,,,,0.1,
12/2/2014,,,,,2.5,,
12/3/2014,,,,,,,11.75
12/4/2014,,0.05,,0.5,,,
12/11/2014,,,0,,,,
12/17/2014,0.25,,,,,,
12/18/2014,,,-0.25,,,0.1,
1/8/2015,,,,0.5,,,
1/15/2015,,,-0.75,,,,
1/20/2015,,,,,,0.1,
1/21/2015,,,,,,,12.25
1/22/2015,,0.05,,,,,
1/28/2015,0.25,,,,,,
2/3/2015,,,,,2.25,,
2/5/2015,,,,0.5,,,
2/17/2015,,,,,,0.1,
3/3/2015,,,,,2.25,,
3/4/2015,,,,,,,12.75
3/5/2015,,0.05,,0.5,,,
3/16/2015,,,,,,0.1,
3/18/2015,0.25,,,,,,
3/19/2015,,,-0.75,,,,
4/7/2015,,,,,2.25,0.1,
4/9/2015,,,,0.5,,,
4/15/2015,,0.05,,,,,
4/29/2015,0.25,,,,,0.1,13.25
5/5/2015,,,,,2,,
5/11/2015,,,,0.5,,,
5/21/2015,,,,,,0.1,
6/2/2015,,,,,2,,
6/3/2015,,0.05,,,,,13.75
6/4/2015,,,,0.5,,,
6/17/2015,0.25,,,,,,
6/18/2015,,,-0.75,,,0.1,
7/7/2015,,,,,2,,
7/9/2015,,,,0.5,,,
7/14/2015,,,,,,0.1,
7/16/2015,,0.05,,,,,
7/29/2015,0.25,,,,,,14.25
8/4/2015,,,,,2,,
8/6/2015,,,,0.5,,0.1,
9/1/2015,,,,,2,,
9/2/2015,,,,,,,14.25
9/3/2015,,0.05,,,,,
9/10/2015,,,,0.5,,,
9/14/2015,,,,,,0.1,
9/17/2015,0.25,,-0.75,,,,
10/6/2015,,,,,2,0.1,
10/8/2015,,,,0.5,,,
10/21/2015,,,,,,,14.25
10/22/2015,,0.05,,,,,
10/28/2015,0.25,,,,,,
10/29/2015,,,,,,0.1,
11/3/2015,,,,,2,,
11/5/2015,,,,0.5,,,
11/18/2015,,,,,,0.1,
11/25/2015,,,,,,,14.25
12/1/2015,,,,,2,,
12/3/2015,,0.05,,,,,
12/10/2015,,,-0.75,0.5,,,
12/16/2015,0.5,,,,,,
12/17/2015,,,,,,0.1,
1/14/2016,,,,0.5,,,
1/20/2016,,,,,,,14.25
1/21/2016,,0.05,,,,,
1/27/2016,0.5,,,,,,
1/28/2016,,,,,,-0.1,
2/2/2016,,,,,2,,
2/4/2016,,,,0.5,,,
3/1/2016,,,,,2,,
3/2/2016,,,,,,,14.25
3/10/2016,,0,,,,,
3/14/2016,,,,,,-0.1,
3/16/2016,0.5,,,,,,
3/17/2016,,,-0.75,0.5,,,
4/5/2016,,,,,2,,
4/14/2016,,,,0.5,,,
4/21/2016,,0,,,,,
4/27/2016,0.5,,,,,-0.1,14.25
5/3/2016,,,,,1.75,,
5/12/2016,,,,0.5,,,
6/2/2016,,0,,,,,
6/7/2016,,,,,1.75,,
6/8/2016,,,,,,,14.25
6/15/2016,0.5,,,,,-0.1,
6/16/2016,,,-0.75,0.5,,,
7/5/2016,,,,,1.75,,
7/14/2016,,,,0.5,,,
7/20/2016,,,,,,,14.25
7/21/2016,,0,,,,,
7/27/2016,0.5,,,,,,
7/28/2016,,,,,,-0.1,
8/2/2016,,,,,1.5,,
8/4/2016,,,,0.25,,,
8/31/2016,,,,,,,14.25
9/6/2016,,,,,1.5,,
9/8/2016,,0,,,,,
9/15/2016,,,-0.75,0.25,,,
9/20/2016,,,,,,-0.1,
9/21/2016,0.5,,,,,,
10/4/2016,,,,,1.5,,
10/19/2016,,,,,,,14
10/20/2016,,0,,,,,
10/31/2016,,,,,,-0.1,
11/1/2016,,,,,1.5,,
11/2/2016,0.5,,,,,,
11/3/2016,,,,0.25,,,
11/30/2016,,,,,,,13.75
12/6/2016,,,,,1.5,,
12/8/2016,,0,,,,,
12/14/2016,0.75,,,,,,
12/15/2016,,,-0.75,0.25,,,
12/19/2016,,,,,,-0.1,
1/11/2017,,,,,,,13
1/19/2017,,0,,,,,
1/30/2017,,,,,,-0.1,
2/1/2017,0.75,,,,,,
2/2/2017,,,,0.25,,,
2/7/2017,,,,,1.5,,
2/22/2017,,,,,,,12.25
3/7/2017,,,,,1.5,,
3/9/2017,,0,,,,,
3/15/2017,1,,,,,-0.1,
3/16/2017,,,-0.75,0.25,,,
4/4/2017,,,,,1.5,,
4/12/2017,,,,,,,11.25
4/26/2017,,,,,,-0.1,
4/27/2017,,0,,,,,
5/2/2017,,,,,1.5,,
5/3/2017,1,,,,,,
5/11/2017,,,,0.25,,,
5/31/2017,,,,,,,10.25
6/6/2017,,,,,1.5,,
6/8/2017,,0,,,,,
6/14/2017,1.25,,,,,,
6/15/2017,,,-0.75,0.25,,-0.1,
7/4/2017,,,,,1.5,,
7/19/2017,,,,,,-0.1,
7/20/2017,,0,,,,,
7/26/2017,1.25,,,,,,9.25
8/1/2017,,,,,1.5,,
8/3/2017,,,,0.25,,,
9/5/2017,,,,,1.5,,
9/6/2017,,,,,,,8.25
9/7/2017,,0,,,,,
9/14/2017,,,-0.75,0.25,,,
9/20/2017,1.25,,,,,-0.1,
10/3/2017,,,,,1.5,,
10/25/2017,,,,,,,7.5
10/26/2017,,0,,,,,
10/30/2017,,,,,,-0.1,
11/1/2017,1.25,,,,,,
11/2/2017,,,,0.5,,,
11/7/2017,,,,,1.5,,
12/5/2017,,,,,1.5,,
12/6/2017,,,,,,,7
12/13/2017,1.5,,,,,,
12/14/2017,,0,-0.75,0.5,,,
12/20/2017,,,,,,-0.1,
1/22/2018,,,,,,-0.1,
1/25/2018,,0,,,,,
1/31/2018,1.5,,,,,,
2/6/2018,,,,,1.5,,
2/7/2018,,,,,,,6.75
2/8/2018,,,,0.5,,,
3/6/2018,,,,,1.5,,
3/8/2018,,0,,,,,
3/9/2018,,,,,,-0.1,
3/15/2018,,,-0.75,,,,
3/21/2018,1.75,,,,,,6.5
3/22/2018,,,,0.5,,,
4/3/2018,,,,,1.5,,
4/26/2018,,0,,,,-0.1,
5/1/2018,,,,,1.5,,
5/2/2018,1.75,,,,,,
5/10/2018,,,,0.5,,,
5/16/2018,,,,,,,6.5
6/5/2018,,,,,1.5,,
6/13/2018,2,,,,,,
6/14/2018,,0,,,,-0.1,
6/20/2018,,,,,,,6.5
6/21/2018,,,-0.75,0.5,,,
7/3/2018,,,,,1.5,,
7/26/2018,,0,,,,,
7/30/2018,,,,,,-0.1,
8/1/2018,2,,,,,,6.5
8/2/2018,,,,0.75,,,
8/7/2018,,,,,1.5,,
9/4/2018,,,,,1.5,,
9/13/2018,,0,,0.75,,,
9/18/2018,,,,,,-0.1,
9/19/2018,,,,,,,6.5
9/20/2018,,,-0.75,,,,
9/26/2018,2.25,,,,,,
10/2/2018,,,,,1.5,,
10/25/2018,,0,,,,,
10/30/2018,,,,,,-0.1,
10/31/2018,,,,,,,6.5
11/1/2018,,,,0.75,,,
11/6/2018,,,,,1.5,,
11/8/2018,2.25,,,,,,
12/4/2018,,,,,1.5,,
12/12/2018,,,,,,,6.5
12/13/2018,,0,-0.75,,,,
12/19/2018,2.5,,,,,-0.1,
12/20/2018,,,,0.75,,,
1/22/2019,,,,,,-0.1,
1/24/2019,,0,,,,,
1/30/2019,2.5,,,,,,
2/5/2019,,,,,1.5,,
2/6/2019,,,,,,,6.5
2/7/2019,,,,0.75,,,
3/5/2019,,,,,1.5,,
3/7/2019,,0,,,,,
3/14/2019,,,,,,-0.1,
3/20/2019,2.5,,,,,,6.5
3/21/2019,,,-0.75,0.75,,,
4/2/2019,,,,,1.5,,
4/10/2019,,0,,,,,
4/24/2019,,,,,,-0.1,
5/1/2019,2.5,,,,,,
5/2/2019,,,,0.75,,,
5/7/2019,,,,,1.5,,
5/8/2019,,,,,,,6.5
6/4/2019,,,,,1.25,,
6/6/2019,,0,,,,,
6/13/2019,,,-0.75,,,,
6/19/2019,2.5,,,,,-0.1,6.5
6/20/2019,,,,0.75,,,
7/2/2019,,,,,1,,
7/25/2019,,0,,,,,
7/29/2019,,,,,,-0.1,
7/31/2019,2.25,,,,,,6
8/1/2019,,,,0.75,,,
8/6/2019,,,,,1,,
9/3/2019,,,,,1,,
9/12/2019,,0,,,,,
9/18/2019,2,,,,,-0.1,5.5
9/19/2019,,,-0.75,0.75,,,
10/1/2019,,,,,0.75,,
10/24/2019,,0,,,,,
10/30/2019,1.75,,,,,-0.1,5
11/5/2019,,,,,0.75,,
11/7/2019,,,,0.75,,,
12/3/2019,,,,,0.75,,
12/11/2019,1.75,,,,,,4.5
12/12/2019,,0,-0.75,,,,
12/18/2019,,,,,,-0.1,
12/19/2019,,,,0.75,,,
1/20/2020,,,,,,-0.1,
1/23/2020,,0,,,,,
1/29/2020,1.75,,,,,,
1/30/2020,,,,0.75,,,
2/4/2020,,,,,0.75,,
2/5/2020,,,,,,,4.25
3/3/2020,1.25,,,,0.5,,
3/11/2020,,,,0.25,,,
3/12/2020,,0,,,,,
3/16/2020,0.25,,,,,-0.1,
3/18/2020,,,,,,,3.75
3/19/2020,,,-0.75,0.1,0.25,,
3/26/2020,,,,0.1,,,
4/7/2020,,,,,0.25,,
4/26/2020,,,,,,-0.1,
4/29/2020,0.25,,,,,,
4/30/2020,,0,,,,,
5/5/2020,,,,,0.25,,
5/6/2020,,,,,,,3
5/7/2020,,,,0.1,,,
5/21/2020,,,,,,-0.1,
6/2/2020,,,,,0.25,,
6/4/2020,,0,,,,,
6/10/2020,0.25,,,,,,
6/15/2020,,,,,,-0.1,
6/17/2020,,,,,,,2.25
6/18/2020,,,-0.75,0.1,,,
7/7/2020,,,,,0.25,,
7/14/2020,,,,,,-0.1,
7/16/2020,,0,,,,,
7/29/2020,0.25,,,,,,
8/4/2020,,,,,0.25,,
8/5/2020,,,,,,,2
8/6/2020,,,,0.1,,,
9/1/2020,,,,,0.25,,
9/10/2020,,0,,,,,
9/16/2020,0.25,,,,,,2
9/17/2020,,,,0.1,,-0.1,
9/24/2020,,,-0.75,,,,
10/6/2020,,,,,0.25,,
10/28/2020,,,,,,-0.1,2
10/29/2020,,0,,,,,
11/3/2020,,,,,0.1,,
11/5/2020,0.25,,,0.1,,,
12/1/2020,,,,,0.1,,
12/9/2020,,,,,,,2
12/10/2020,,0,,,,,
12/16/2020,0.25,,,,,,
12/17/2020,,,-0.75,0.1,,-0.1,
1/20/2021,,,,,,-0.1,2
1/21/2021,,0,,,,,
1/27/2021,0.25,,,,,,
2/2/2021,,,,,0.1,,
2/4/2021,,,,0.1,,,
3/2/2021,,,,,0.1,,
3/11/2021,,0,,,,,
3/17/2021,0.25,,,,,,2.75
3/18/2021,,,,0.1,,-0.1,
3/25/2021,,,-0.75,,,,
4/6/2021,,,,,0.1,,
4/22/2021,,0,,,,,
4/26/2021,,,,,,-0.1,
4/28/2021,0.25,,,,,,
5/4/2021,,,,,0.1,,
5/5/2021,,,,,,,3.5
5/6/2021,,,,0.1,,,
6/1/2021,,,,,0.1,,
6/10/2021,,0,,,,,
6/16/2021,0.25,,,,,,4.25
6/17/2021,,,-0.75,,,-0.1,
6/24/2021,,,,0.1,,,
7/6/2021,,,,,0.1,,
7/15/2021,,,,,,-0.1,
7/22/2021,,0,,,,,
7/28/2021,0.25,,,,,,
8/3/2021,,,,,0.1,,
8/4/2021,,,,,,,5.25
8/5/2021,,,,0.1,,,
9/7/2021,,,,,0.1,,
9/9/2021,,0,,,,,
9/21/2021,,,,,,-0.1,
9/22/2021,0.25,,,,,,6.25
9/23/2021,,,-0.75,0.1,,,
10/5/2021,,,,,0.1,,
10/27/2021,,,,,,-0.1,7.75
10/28/2021,,0,,,,,
11/2/2021,,,,,0.1,,
11/3/2021,0.25,,,,,,
11/4/2021,,,,0.1,,,
12/7/2021,,,,,0.1,,
12/8/2021,,,,,,,9.25
12/15/2021,0.25,,,,,,
12/16/2021,,0,-0.75,0.25,,-0.1,
1/17/2022,,,,,,-0.1,
1/26/2022,0.25,,,,,,
2/1/2022,,,,,0.1,,
2/2/2022,,,,,,,10.75
2/3/2022,,0,,0.5,,,
3/1/2022,,,,,0.1,,
3/10/2022,,0,,,,,
3/16/2022,0.5,,,,,,11.75
3/17/2022,,,,0.75,,-0.1,
3/24/2022,,,-0.75,,,,
4/5/2022,,,,,0.1,,
4/14/2022,,0,,,,,
4/27/2022,,,,,,-0.1,
5/3/2022,,,,,0.35,,
5/4/2022,1,,,,,,12.75
5/5/2022,,,,1,,,
6/7/2022,,,,,0.85,,
6/9/2022,,0,,,,,
6/15/2022,1.75,,,,,,13.25
6/16/2022,,,-0.25,1.25,,-0.1,
7/5/2022,,,,,1.35,,
7/20/2022,,,,,,-0.1,
7/21/2022,,0.5,,,,,
7/27/2022,2.5,,,,,,
8/2/2022,,,,,1.85,,
8/3/2022,,,,,,,13.75
8/4/2022,,,,1.75,,,
9/6/2022,,,,,2.35,,
9/8/2022,,1.25,,,,,
9/21/2022,3.25,,,,,-0.1,13.75
9/22/2022,,,0.5,2.25,,,13.75
10/4/2022,,,,,2.6,,
10/26/2022,,,,,,,13.75
10/27/2022,,2,,,,-0.1,
11/1/2022,,,,,2.85,,
11/2/2022,4,,,,,,
11/3/2022,,,,3,,,
12/6/2022,,,,,3.1,,
12/7/2022,,,,,,,13.75
12/14/2022,4.5,,,,,,
12/15/2022,,2.5,1,3.5,,,
12/19/2022,,,,,,-0.1,
